DocumentID,Grammar_Errors,Sentences_Scored,Word_Sentence_Score
419223,0.08259648384047243,-17.721099533410886,-1.4283933429709776
1616247,0.14115503858639994,-15.30892433256792,-1.3741796856579291
2794620,0.09088302654682932,-24.833661440826386,-1.466908454102449
8122183,0.1617340670100954,-11.609528728261068,-1.4851997925628246
9930555,0.11421435063516963,-18.669021128066092,-1.3887264435743458
14308610,0.05370790811898598,-24.628489540267797,-1.422728198696542
14549805,0.07563695872214656,-11.647852099916424,-1.2814021818156054
14569235,0.13000013338077424,-11.386192588362125,-1.4245004259368197
14911504,0.16619379033929774,-26.562266840820737,-1.467906584894272
15332849,0.12295825033167594,-14.027322492327716,-1.6596920167382823
16107975,0.15959680610991017,-14.55522872263162,-1.3448963192190964
18808083,0.22780582103036545,-17.32348564424088,-1.5255833670025436
18999664,0.10497665760423673,-18.05761002691003,-1.4493278301674313
20761861,0.025395012287051814,-19.061339811513783,-1.598360834145134
22935468,0.300874107646023,-10.999998252185705,-1.3062160870220212
25864234,0.37084220085116165,-11.298512316845835,-1.9359655365212576
27273333,0.3535053290943764,-12.002973967903081,-1.5427574893618416
27503526,0.08026315789473684,-34.34968061181381,-1.5777870720441831
27937908,0.09800698859317414,-15.518606843539843,-1.3765506139393253
28742711,0.1567172725590587,-22.36187806361049,-1.4982991607814018
28965297,0.04980549517781327,-19.487566559153493,-1.444705743516543
30059044,0.24947749360062468,-18.327221187091148,-1.5417199068662184
31546122,0.08452470488431096,-12.230622813135643,-1.5246769469166046
33902739,0.039377066234949146,-15.482850755502568,-1.6010626712736415
34927276,0.07080166008779284,-12.839782120990941,-1.3539625481832955
36951048,0.14648316512997817,-12.795611533842607,-1.664232581262827
44664796,0.18176978656514273,-21.41885256367172,-1.4860368182871213
44736472,0.11006193187324535,-16.046944021387258,-1.5135845079281314
45875635,0.21852311160953045,-17.55917843872537,-1.2768789870373496
52982300,0.2959117433024411,-13.423241916991316,-1.687102089641885
54755900,0.10877302520880883,-17.319022799194055,-1.5586928709150403
57757759,0.24758766564456072,-20.19886091889546,-1.4052559839896457
58299052,0.1515661329134555,-16.484012962757237,-1.5765961154553059
59321809,0.11326798865881255,-17.81067637240455,-1.4449112161079694
61166675,0.09043595104462375,-18.14951588724847,-1.6161272175331334
66454920,0.06122156292059343,-16.059780742938067,-1.4801337432954154
68444308,0.0718593996000406,-13.776126071415455,-1.2986048465256936
70189792,0.1028616519099375,-19.48476334040331,-1.3729078069155107
70931232,0.12740401450268332,-18.062531542208337,-1.3795504694380065
71009956,0.13109653942197766,-16.610048221787963,-1.492823815666825
71687752,0.10792684597654546,-18.008226300192064,-1.3165948467920954
72017265,0.04856897068985988,-20.54294058410273,-1.3398490505995984
74265446,0.13550589600600496,-13.514377070905214,-1.3333697369788968
75374500,0.10930048649317776,-17.58509966452961,-1.393326240571923
76428052,0.07987003506557294,-2.3823194504494003,-1.1783950701822175
77366057,0.23076172410222748,-22.97966637188619,-1.3902536570462596
78358486,0.1051760583137813,-8.367540009813153,-1.295309455359253
79755422,0.11595751767785772,-21.821150781592312,-1.3714861682507293
80920360,0.09756692917788756,-26.516777920603765,-1.2727697362727084
84229747,0.22834146389262847,-26.542916071066443,-1.5666333560737074
85918014,0.13164074313599958,-30.636386355024907,-1.4607736535759708
86940561,0.015648566396471185,-18.73402555640145,-1.6332583293395844
87135857,0.15926249973722037,-19.027300155486934,-1.4399823486862977
90571315,0.05339531237991557,-18.565653878972014,-1.5629888531896232
91361074,0.08730778346023182,-24.76480759146569,-1.4184133856462842
95148742,0.1588069262334478,-25.18073338324772,-1.424083770496591
95754219,0.1436965733573402,-15.86431750674149,-1.4452682302185296
97732062,0.08151581981561036,-18.84789160680157,-1.4949535041967024
98231470,0.11835746447625574,-21.53640111164234,-1.3465136286240837
99446425,0.1007825605138277,-22.60062344141337,-1.4428892848274955
100863451,0.08893185091043332,-13.474842630946675,-1.5136586392915885
101570912,0.0953299908093781,-10.861972044763014,-1.3907721124109411
102597798,0.04412493605727309,-16.129823062757396,-1.3944880371453312
103360861,0.097512359357102,-11.652125132937048,-1.6304441472821443
105379338,0.34291545941899015,-22.574543780723463,-1.3593487816199057
105477927,0.09271514894706935,-11.02081420658308,-1.5865421984015409
107034512,0.11860516794635621,-19.256132982407877,-1.497563389750696
109434204,0.13089639886670773,-19.76512924357589,-1.4757556690367604
112124868,0.20017902425371123,-17.58109554150362,-1.437816369495114
112519364,0.08956575345016593,-12.709671690718256,-1.5459360151014692
114579938,0.12903750962739077,-19.099111652343296,-1.6263381159111425
115623390,0.18727323229517515,-17.80200895145303,-1.368519894766841
